     25.556480141018      0.495736766980                      P               1             0.0000       2453422.0935             0.2016             2.0986             1.9219         96000.0000
     25.556451759089     -0.495738261781                     P~               7             2.8074       2453422.1762             0.2016             2.0986             1.9224         54894.1445
     24.309936484050      1.276298161875                    a\>              44             5.4594       2333759.3619             0.0920             1.5307             1.7363         41499.4766
     24.309936484050      1.276298161875                   a>a/             614             9.2621       2333763.1646             0.0920             1.5307             1.7363          3550.6482
     23.181934442378      0.699546431341                   a\>>             638             9.3174       2225475.0239             0.1352             1.7915             2.4922          3571.3245
     23.012394745346      0.692428017003                   a\E>             782             9.6110       2209199.5066             0.1082             1.6168             2.2419          3069.5371
     22.241508505571      0.452902472964                  Pa<\+            2331            11.1867       2135196.0033             0.0888             1.3332             2.5874          1167.2595
     21.508526578122      1.474432689409                 aaa\-/           24282            14.5676       2064833.1191             0.0566             1.0112             3.6240           183.8441
     21.508507216530     -1.474432689758                 aa\a-/           27758            14.7606       2064831.4534             0.0566             1.0112             3.6241           173.0790
     20.705896315300      0.346779349447                 Pa<\E+           30557            14.8992       1987780.9455             0.0159             0.0685             3.0095           167.3342
     19.983803982694     -0.610317040332                 a\C>C\          199632            17.6070       1918462.7893             0.0374             0.8081             2.5969            60.9478
     19.898231992211      1.464220250957                aa<*>\>          736584            19.4905       1910249.7617             0.0727             1.3582             3.9767            37.5149
