7.236000000000000000e+03 1.274701800000000070e-08
7.900000000000000000e+02 1.069427976000407560e-06
8.480000000000000000e+03 9.281410999999999187e-09
8.360000000000000000e+03 9.549775999999999221e-09
4.937000000000000000e+03 2.738290200000000624e-08
3.181000000000000000e+03 6.595965700000009550e-08
3.341000000000000000e+03 5.979333400000007153e-08
3.140000000000000000e+02 6.769341555103398796e-06
1.149000000000000000e+03 5.055518060000430504e-07
3.104000000000000000e+03 6.927272900000010319e-08
9.320000000000000000e+02 7.683761900001512471e-07
2.176000000000000000e+03 1.409574200000009242e-07
1.211000000000000000e+03 4.551111100000314528e-07
2.373000000000000000e+03 1.185250770000005548e-07
2.090000000000000000e+03 1.527964100000011834e-07
3.312000000000000000e+03 6.084502400000007371e-08
1.795000000000000000e+03 2.071461270000029695e-07
6.308000000000000000e+03 1.677344800000000124e-08
8.331000000000000000e+03 9.616376000000000625e-09
3.430000000000000000e+02 5.673061394060860462e-06
1.336000000000000000e+03 3.739321510000173986e-07
7.418000000000000000e+03 1.212919700000000054e-08
7.682000000000000000e+03 1.130985700000000077e-08
2.944000000000000000e+03 7.700698400000016294e-08
1.085000000000000000e+03 5.669519420000607562e-07
1.805000000000000000e+03 2.048572370000028641e-07
7.250000000000000000e+02 1.269783591000682479e-06
1.390000000000000000e+02 3.454427825974064114e-05
7.249000000000000000e+03 1.270133899999999958e-08
5.630000000000000000e+02 2.105663330003112190e-06
5.143000000000000000e+03 2.523322000000000564e-08
4.301000000000000000e+03 3.608002600000001108e-08
7.347000000000000000e+03 1.236475899999999949e-08
7.092000000000000000e+03 1.326991899999999970e-08
6.924000000000000000e+03 1.392167900000000242e-08
2.951000000000000000e+03 7.664208400000015151e-08
5.292000000000000000e+03 2.383230500000000252e-08
4.314000000000000000e+03 3.586290300000001367e-08
3.595000000000000000e+03 5.164258000000004605e-08
5.863000000000000000e+03 1.941627600000000191e-08
7.653000000000000000e+03 1.139573399999999952e-08
6.069000000000000000e+03 1.812055300000000369e-08
2.160000000000000000e+03 1.430534120000009690e-07
4.525000000000000000e+03 3.259631900000001518e-08
2.004000000000000000e+03 1.661920670000015237e-07
7.478000000000000000e+03 1.193533999999999986e-08
4.104000000000000000e+03 3.962698400000002277e-08
6.421000000000000000e+03 1.618826799999999851e-08
7.353000000000000000e+03 1.234458800000000005e-08
5.736000000000000000e+03 2.028558000000000224e-08
6.208000000000000000e+03 1.731818200000000173e-08
8.586000000000000000e+03 9.053655000000000413e-09
3.281000000000000000e+03 6.200022500000007434e-08
4.883000000000000000e+03 2.799189300000000571e-08
7.026000000000000000e+03 1.352039700000000046e-08
1.157000000000000000e+03 4.985847670000412822e-07
2.763000000000000000e+03 8.742667300000022262e-08
6.649000000000000000e+03 1.509708399999999977e-08
1.775000000000000000e+03 2.118405080000031891e-07
1.126000000000000000e+03 5.264158320000485916e-07
9.558000000000000000e+03 7.305865000000000186e-09
6.840000000000000000e+03 1.426571400000000164e-08
1.729000000000000000e+03 2.232624760000037162e-07
6.149000000000000000e+03 1.765211500000000176e-08
1.202000000000000000e+03 4.619519330000328768e-07
3.492000000000000000e+03 5.473400800000005446e-08
6.877000000000000000e+03 1.411262100000000199e-08
2.804000000000000000e+03 8.488866500000020091e-08
8.713000000000000000e+03 8.791648000000000534e-09
6.850000000000000000e+02 1.422409292000959227e-06
1.909000000000000000e+03 1.831444940000020455e-07
6.960000000000000000e+02 1.377803376000871736e-06
9.307000000000000000e+03 7.705241999999999560e-09
7.098000000000000000e+03 1.324749399999999975e-08
4.482000000000000000e+03 3.322477300000001174e-08
3.931000000000000000e+03 4.319163400000002948e-08
3.680000000000000000e+03 4.928447000000003712e-08
8.344000000000000000e+03 9.586435000000000304e-09
3.290000000000000000e+03 6.166147800000007831e-08
8.230000000000000000e+03 9.853851999999999237e-09
7.204000000000000000e+03 1.286051400000000074e-08
6.329000000000000000e+03 1.666232200000000065e-08
6.866000000000000000e+03 1.415787700000000227e-08
6.350000000000000000e+02 1.655229710001511781e-06
9.026000000000000000e+03 8.192474000000000386e-09
7.195000000000000000e+03 1.289270699999999929e-08
3.515000000000000000e+03 5.402006000000005551e-08
6.396000000000000000e+03 1.631506499999999840e-08
5.948000000000000000e+03 1.886530400000000477e-08
6.410000000000000000e+03 1.624387599999999992e-08
1.890000000000000000e+02 1.868452731117432538e-05
7.112000000000000000e+03 1.319539000000000028e-08
